drugbank_id,GenericName,SideEffectTerm,SOC,FrequencyRatingValue
DB00932,tipranavir,diabetes mellitus,Metabolism and nutrition disorders,3
DB00932,tipranavir,diabetes mellitus,Endocrine disorders,3
DB00932,tipranavir,hyperlipidaemia,Metabolism and nutrition disorders,4
DB00932,tipranavir,sleep disorder,Psychiatric disorders,3
DB00932,tipranavir,dehydration,Metabolism and nutrition disorders,3
DB00932,tipranavir,hepatitis,Hepatobiliary disorders,3
DB00932,tipranavir,haemorrhage intracranial,Vascular disorders,3
DB00932,tipranavir,haemorrhage intracranial,Nervous system disorders,3
DB00932,tipranavir,ill-defined disorder,General disorders and administration site conditions,3
DB00932,tipranavir,vomiting,Gastrointestinal disorders,4
DB00932,tipranavir,blood triglycerides increased,Investigations,4
DB00932,tipranavir,amylase increased,Investigations,4
DB00932,tipranavir,weight decreased,Investigations,4
DB00932,tipranavir,mental disorder,Psychiatric disorders,2
DB00932,tipranavir,abdominal pain upper,Gastrointestinal disorders,4
DB00932,tipranavir,headache,Nervous system disorders,4
DB00932,tipranavir,neuropathy peripheral,Nervous system disorders,4
DB00932,tipranavir,hepatic enzyme increased,Investigations,3
DB00932,tipranavir,body temperature increased,Investigations,4
DB00932,tipranavir,dizziness,Vascular disorders,3
DB00932,tipranavir,dizziness,Cardiac disorders,3
DB00932,tipranavir,dizziness,Nervous system disorders,3
DB00932,tipranavir,thrombocytopenia,Blood and lymphatic system disorders,3
DB00932,tipranavir,hepatic failure,Hepatobiliary disorders,2
DB00932,tipranavir,lipodystrophy acquired,Metabolism and nutrition disorders,3
DB00932,tipranavir,lipodystrophy acquired,Skin and subcutaneous tissue disorders,3
DB00932,tipranavir,gamma-glutamyltransferase increased,Investigations,3
DB00932,tipranavir,hypertriglyceridaemia,Metabolism and nutrition disorders,4
DB00932,tipranavir,muscle spasms,Musculoskeletal and connective tissue disorders,3
DB00932,tipranavir,nausea,Gastrointestinal disorders,5
DB00932,tipranavir,influenza like illness,General disorders and administration site conditions,3
DB00932,tipranavir,infection,Infections and infestations,3
DB00932,tipranavir,discomfort,General disorders and administration site conditions,3
DB00932,tipranavir,fatigue,General disorders and administration site conditions,4
DB00932,tipranavir,hyperglycaemia,Metabolism and nutrition disorders,3
DB00932,tipranavir,hyperglycaemia,Endocrine disorders,3
DB00932,tipranavir,gastrointestinal pain,Gastrointestinal disorders,4
DB00932,tipranavir,chills,Musculoskeletal and connective tissue disorders,1
DB00932,tipranavir,chills,General disorders and administration site conditions,1
DB00932,tipranavir,anaemia,Blood and lymphatic system disorders,4
DB00932,tipranavir,hypercholesterolaemia,Metabolism and nutrition disorders,3
DB00932,tipranavir,white blood cell count decreased,Investigations,4
DB00932,tipranavir,rash,Skin and subcutaneous tissue disorders,4
DB00932,tipranavir,malaise,General disorders and administration site conditions,3
DB00932,tipranavir,dyspepsia,Gastrointestinal disorders,4
DB00932,tipranavir,abdominal pain,Gastrointestinal disorders,4
DB00932,tipranavir,liver function test abnormal,Investigations,3
DB00932,tipranavir,hyperbilirubinaemia,Hepatobiliary disorders,2
DB00932,tipranavir,hyperbilirubinaemia,Metabolism and nutrition disorders,2
DB00932,tipranavir,hyperbilirubinaemia,Blood and lymphatic system disorders,2
DB00932,tipranavir,musculoskeletal discomfort,Musculoskeletal and connective tissue disorders,4
DB00932,tipranavir,epistaxis,Vascular disorders,4
DB00932,tipranavir,epistaxis,"Respiratory, thoracic and mediastinal disorders",4
DB00932,tipranavir,aspartate aminotransferase increased,Investigations,4
DB00932,tipranavir,pruritus,Skin and subcutaneous tissue disorders,4
DB06480,prucalopride,asthenia,General disorders and administration site conditions,4
DB06480,prucalopride,decreased appetite,Metabolism and nutrition disorders,3
DB06480,prucalopride,decreased appetite,General disorders and administration site conditions,3
DB06480,prucalopride,rectal haemorrhage,Gastrointestinal disorders,4
DB06480,prucalopride,rectal haemorrhage,Vascular disorders,4
DB06480,prucalopride,feeling abnormal,General disorders and administration site conditions,3
DB06480,prucalopride,pollakiuria,Renal and urinary disorders,4
DB06480,prucalopride,flatulence,Gastrointestinal disorders,4
DB06480,prucalopride,polyuria,Renal and urinary disorders,4
DB06480,prucalopride,diarrhoea,Gastrointestinal disorders,4
DB06480,prucalopride,palpitations,Cardiac disorders,3
DB06480,prucalopride,urinary tract disorder,Renal and urinary disorders,4
DB06480,prucalopride,ill-defined disorder,General disorders and administration site conditions,3
DB06480,prucalopride,vomiting,Gastrointestinal disorders,4
DB06480,prucalopride,headache,Nervous system disorders,5
DB06480,prucalopride,gastrointestinal disorder,Gastrointestinal disorders,3
DB06480,prucalopride,body temperature increased,Investigations,3
DB06480,prucalopride,dizziness,Vascular disorders,4
DB06480,prucalopride,dizziness,Cardiac disorders,4
DB06480,prucalopride,dizziness,Nervous system disorders,4
DB06480,prucalopride,urine output increased,Investigations,4
DB06480,prucalopride,nervous system disorder,Nervous system disorders,3
DB06480,prucalopride,nausea,Gastrointestinal disorders,4
DB06480,prucalopride,tremor,Nervous system disorders,3
DB06480,prucalopride,urethral disorder,Renal and urinary disorders,4
DB06480,prucalopride,discomfort,General disorders and administration site conditions,3
DB06480,prucalopride,fatigue,General disorders and administration site conditions,4
DB06480,prucalopride,cardiac disorder,Cardiac disorders,3
DB06480,prucalopride,gastrointestinal pain,Gastrointestinal disorders,5
DB06480,prucalopride,malaise,General disorders and administration site conditions,3
DB06480,prucalopride,dyspepsia,Gastrointestinal disorders,4
DB06480,prucalopride,abdominal pain,Gastrointestinal disorders,5
DB00906,tiagabine,asthenia,General disorders and administration site conditions,5
DB00906,tiagabine,hypokinesia,Nervous system disorders,4
DB00906,tiagabine,gait disturbance,General disorders and administration site conditions,4
DB00906,tiagabine,gait disturbance,Nervous system disorders,4
DB00906,tiagabine,rectal haemorrhage,Gastrointestinal disorders,3
DB00906,tiagabine,rectal haemorrhage,Vascular disorders,3
DB00906,tiagabine,leukopenia,Blood and lymphatic system disorders,3
DB00906,tiagabine,breast pain,Reproductive system and breast disorders,3
DB00906,tiagabine,skin cancer,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)",3
DB00906,tiagabine,skin cancer,Skin and subcutaneous tissue disorders,3
DB00906,tiagabine,movement disorder,Nervous system disorders,3
DB00906,tiagabine,arthritis,Musculoskeletal and connective tissue disorders,3
DB00906,tiagabine,hypoglycaemia,Metabolism and nutrition disorders,3
DB00906,tiagabine,hypoglycaemia,Endocrine disorders,3
DB00906,tiagabine,nodule,General disorders and administration site conditions,3
DB00906,tiagabine,hyporeflexia,Nervous system disorders,4
DB00906,tiagabine,hyponatraemia,Metabolism and nutrition disorders,3
DB00906,tiagabine,dry skin,Skin and subcutaneous tissue disorders,4
DB00906,tiagabine,somnolence,Psychiatric disorders,5
DB00906,tiagabine,somnolence,Nervous system disorders,5
DB00906,tiagabine,depressed level of consciousness,Nervous system disorders,4
DB00906,tiagabine,loss of consciousness,Nervous system disorders,4
DB00906,tiagabine,paraesthesia,Nervous system disorders,4
DB00906,tiagabine,choreoathetosis,Nervous system disorders,3
DB00906,tiagabine,feeling abnormal,General disorders and administration site conditions,4
DB00906,tiagabine,osteoarthritis,Musculoskeletal and connective tissue disorders,4
DB00906,tiagabine,dyskinesia,Nervous system disorders,3
DB00906,tiagabine,pharyngitis,Gastrointestinal disorders,4
DB00906,tiagabine,pharyngitis,Infections and infestations,4
DB00906,tiagabine,pharyngitis,"Respiratory, thoracic and mediastinal disorders",4
DB00906,tiagabine,pneumonia,Infections and infestations,4
DB00906,tiagabine,pneumonia,"Respiratory, thoracic and mediastinal disorders",4
DB00906,tiagabine,hallucination,Psychiatric disorders,4
DB00906,tiagabine,bronchitis,Infections and infestations,4
DB00906,tiagabine,bronchitis,"Respiratory, thoracic and mediastinal disorders",4
DB00906,tiagabine,disturbance in attention,Psychiatric disorders,4
DB00906,tiagabine,disturbance in attention,Nervous system disorders,4
DB00906,tiagabine,dermatitis,Skin and subcutaneous tissue disorders,4
DB00906,tiagabine,hostility,Psychiatric disorders,4
DB00906,tiagabine,chest pain,General disorders and administration site conditions,4
DB00906,tiagabine,chest pain,"Respiratory, thoracic and mediastinal disorders",4
DB00906,tiagabine,chest pain,Cardiac disorders,4
DB00906,tiagabine,encephalopathy,Nervous system disorders,3
DB00906,tiagabine,renal failure,Renal and urinary disorders,3
DB00906,tiagabine,furuncle,Skin and subcutaneous tissue disorders,3
DB00906,tiagabine,furuncle,Infections and infestations,3
DB00906,tiagabine,laryngitis,Infections and infestations,4
DB00906,tiagabine,laryngitis,"Respiratory, thoracic and mediastinal disorders",4
DB00906,tiagabine,cholelithiasis,Hepatobiliary disorders,3
DB00906,tiagabine,neoplasm,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)",3
DB00906,tiagabine,haemoptysis,Vascular disorders,4
DB00906,tiagabine,haemoptysis,"Respiratory, thoracic and mediastinal disorders",4
DB00906,tiagabine,haemoptysis,Cardiac disorders,4
DB00906,tiagabine,herpes zoster,Skin and subcutaneous tissue disorders,3
DB00906,tiagabine,herpes zoster,Infections and infestations,3
DB00906,tiagabine,herpes zoster,Nervous system disorders,3
DB00906,tiagabine,glossitis,Gastrointestinal disorders,3
DB00906,tiagabine,abscess,Infections and infestations,3
DB00906,tiagabine,parosmia,"Respiratory, thoracic and mediastinal disorders",3
DB00906,tiagabine,parosmia,Nervous system disorders,3
DB00906,tiagabine,urinary incontinence,Renal and urinary disorders,4
DB00906,tiagabine,urinary incontinence,Nervous system disorders,4
DB00906,tiagabine,syncope,Vascular disorders,4
DB00906,tiagabine,syncope,Cardiac disorders,4
DB00906,tiagabine,syncope,Nervous system disorders,4
DB00906,tiagabine,pollakiuria,Renal and urinary disorders,3
DB00906,tiagabine,musculoskeletal stiffness,Musculoskeletal and connective tissue disorders,3
DB00906,tiagabine,urticaria,Immune system disorders,3
DB00906,tiagabine,urticaria,Skin and subcutaneous tissue disorders,3
DB00906,tiagabine,hypotonia,Musculoskeletal and connective tissue disorders,4
DB00906,tiagabine,hypotonia,Nervous system disorders,4
DB00906,tiagabine,ecchymosis,Vascular disorders,4
DB00906,tiagabine,ecchymosis,Blood and lymphatic system disorders,4
DB00906,tiagabine,ecchymosis,Skin and subcutaneous tissue disorders,4
DB00906,tiagabine,abnormal dreams,Psychiatric disorders,3
DB00906,tiagabine,abnormal dreams,Nervous system disorders,3
DB00906,tiagabine,hyperacusis,Ear and labyrinth disorders,3
DB00906,tiagabine,hyperacusis,Nervous system disorders,3
DB00906,tiagabine,blindness,Eye disorders,3
DB00906,tiagabine,blindness,Nervous system disorders,3
DB00906,tiagabine,personality disorder,Psychiatric disorders,4
DB00906,tiagabine,neuritis,Nervous system disorders,3
DB00906,tiagabine,flat affect,Psychiatric disorders,3
DB00906,tiagabine,polyuria,Renal and urinary disorders,3
DB00906,tiagabine,lymphadenopathy,Blood and lymphatic system disorders,4
DB00906,tiagabine,herpes simplex,Skin and subcutaneous tissue disorders,3
DB00906,tiagabine,herpes simplex,Infections and infestations,3
DB00906,tiagabine,gastrointestinal haemorrhage,Gastrointestinal disorders,3
DB00906,tiagabine,gastrointestinal haemorrhage,Vascular disorders,3
DB00906,tiagabine,breath odour,Gastrointestinal disorders,3
DB00906,tiagabine,psychotic disorder,Psychiatric disorders,3
DB00906,tiagabine,myocardial infarction,Vascular disorders,3
DB00906,tiagabine,myocardial infarction,Cardiac disorders,3
DB00906,tiagabine,diarrhoea,Gastrointestinal disorders,4
DB00906,tiagabine,rash pustular,Skin and subcutaneous tissue disorders,3
DB00906,tiagabine,rash pustular,Infections and infestations,3
DB00906,tiagabine,otitis externa,Infections and infestations,3
DB00906,tiagabine,otitis externa,Ear and labyrinth disorders,3
DB00906,tiagabine,vaginal infection,Reproductive system and breast disorders,4
DB00906,tiagabine,vaginal infection,Infections and infestations,4
DB00906,tiagabine,tachycardia,Cardiac disorders,4
DB00906,tiagabine,keratitis,Eye disorders,3
DB00906,tiagabine,peripheral vascular disorder,Vascular disorders,3
DB00906,tiagabine,palpitations,Cardiac disorders,4
DB00906,tiagabine,dyspnoea,"Respiratory, thoracic and mediastinal disorders",4
DB00906,tiagabine,dyspnoea,Cardiac disorders,4
DB00906,tiagabine,nystagmus,Eye disorders,4
DB00906,tiagabine,nystagmus,Nervous system disorders,4
DB00906,tiagabine,hypersensitivity,Immune system disorders,4
DB00906,tiagabine,menorrhagia,Reproductive system and breast disorders,3
DB00906,tiagabine,tendinous contracture,Musculoskeletal and connective tissue disorders,3
DB00906,tiagabine,photophobia,Eye disorders,3
DB00906,tiagabine,photophobia,Nervous system disorders,3
DB00906,tiagabine,insomnia,Psychiatric disorders,4
DB00906,tiagabine,insomnia,Nervous system disorders,4
DB00906,tiagabine,hiccups,Gastrointestinal disorders,4
DB00906,tiagabine,hiccups,"Respiratory, thoracic and mediastinal disorders",4
DB00906,tiagabine,metrorrhagia,Reproductive system and breast disorders,4
DB00906,tiagabine,oedema,Metabolism and nutrition disorders,4
DB00906,tiagabine,oedema,General disorders and administration site conditions,4
DB00906,tiagabine,thirst,Metabolism and nutrition disorders,3
DB00906,tiagabine,thirst,General disorders and administration site conditions,3
DB00906,tiagabine,cough,"Respiratory, thoracic and mediastinal disorders",4
DB00906,tiagabine,benign neoplasm of skin,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)",3
DB00906,tiagabine,benign neoplasm of skin,Skin and subcutaneous tissue disorders,3
DB00906,tiagabine,myalgia,Musculoskeletal and connective tissue disorders,4
DB00906,tiagabine,gingivitis,Gastrointestinal disorders,4
DB00906,tiagabine,gingivitis,Infections and infestations,4
DB00906,tiagabine,pain,General disorders and administration site conditions,4
DB00906,tiagabine,salpingitis,Reproductive system and breast disorders,3
